Steuerbares Einkommen;Einheitssteuersatz %
178600;4.5345
178700;4.5353
178800;4.536
178900;4.5368
179000;4.5375
179100;4.5382
179200;4.539
179300;4.5397
179400;4.5404
179500;4.5411
179600;4.5419
179700;4.5426
179800;4.5433
179900;4.5441
180000;4.5448
180100;4.5455
180200;4.5462
180300;4.5469
180400;4.5477
180500;4.5484
180600;4.5491
180700;4.5498
180800;4.5506
180900;4.5513
181000;4.552
181100;4.5527
181200;4.5534
181300;4.5541
181400;4.5549
181500;4.5556
181600;4.5563
181700;4.557
181800;4.5577
181900;4.5584
182000;4.5591
182100;4.5598
182200;4.5605
182300;4.5612
182400;4.562
182500;4.5627
182600;4.5634
182700;4.5641
182800;4.5648
182900;4.5655
183000;4.5662
183100;4.5669
183200;4.5676
183300;4.5683
183400;4.569
183500;4.5697
183600;4.5704
183700;4.5711
183800;4.5718
183900;4.5725
184000;4.5732
184100;4.5738
184200;4.5745
184300;4.5752
184400;4.5759
184500;4.5766
184600;4.5773
184700;4.578
184800;4.5787
184900;4.5794
185000;4.5801
185100;4.5807
185200;4.5814
185300;4.5821
185400;4.5828
185500;4.5835
185600;4.5842
185700;4.5848
185800;4.5855
185900;4.5862
186000;4.5869
186100;4.5876
186200;4.5882
186300;4.5889
186400;4.5896
186500;4.5903
186600;4.5909
186700;4.5916
186800;4.5923
186900;4.593
187000;4.5936
187100;4.5943
187200;4.595
187300;4.5956
187400;4.5963
187500;4.597
187600;4.5977
187700;4.5983
187800;4.599
187900;4.5997
188000;4.6003
188100;4.601
188200;4.6016
188300;4.6023
188400;4.603
188500;4.6036
188600;4.6043
188700;4.605
188800;4.6056
188900;4.6063
189000;4.6069
189100;4.6076
189200;4.6082
189300;4.6089
189400;4.6096
189500;4.6102
189600;4.6109
189700;4.6115
189800;4.6122
189900;4.6128
190000;4.6135
190100;4.6141
190200;4.6148
190300;4.6154
190400;4.6161
190500;4.6167
190600;4.6174
190700;4.618
190800;4.6187
190900;4.6193
191000;4.6199
191100;4.6206
191200;4.6212
191300;4.6219
191400;4.6225
191500;4.6232
191600;4.6238
191700;4.6244
191800;4.6251
191900;4.6257
192000;4.6264
192100;4.627
192200;4.6276
192300;4.6283
192400;4.6289
192500;4.6295
192600;4.6302
192700;4.6308
192800;4.6314
192900;4.6321
193000;4.6327
193100;4.6333
193200;4.634
193300;4.6346
193400;4.6352
193500;4.6358
193600;4.6365
193700;4.6371
193800;4.6377
193900;4.6383
194000;4.639
194100;4.6396
194200;4.6402
194300;4.6408
194400;4.6415
194500;4.6421
194600;4.6427
194700;4.6433
194800;4.6439
194900;4.6446
195000;4.6452
195100;4.6458
195200;4.6464
195300;4.647
195400;4.6476
195500;4.6483
195600;4.6489
195700;4.6495
195800;4.6501
195900;4.6507
196000;4.6513
196100;4.6519
196200;4.6525
196300;4.6532
196400;4.6538
196500;4.6544
196600;4.655
196700;4.6556
196800;4.6562
196900;4.6568
197000;4.6574
197100;4.658
197200;4.6586
197300;4.6592
197400;4.6598
197500;4.6604
197600;4.661
197700;4.6616
197800;4.6622
197900;4.6628
198000;4.6634
198100;4.664
198200;4.6646
198300;4.6652
198400;4.6658
198500;4.6664
198600;4.667
198700;4.6676
198800;4.6682
198900;4.6688
199000;4.6694
199100;4.67
199200;4.6706
199300;4.6712
199400;4.6718
199500;4.6724
199600;4.6729
199700;4.6735
199800;4.6741
199900;4.6747
200000;4.6753
200100;4.6759
200200;4.6765
200300;4.6771
200400;4.6776
200500;4.6782
200600;4.6788
200700;4.6794
200800;4.68
200900;4.6806
201000;4.6811
201100;4.6817
201200;4.6823
201300;4.6829
201400;4.6835
201500;4.684
201600;4.6846
201700;4.6852
201800;4.6858
201900;4.6864
202000;4.6869
202100;4.6875
202200;4.6881
202300;4.6887
202400;4.6892
202500;4.6898
202600;4.6904
202700;4.6909
202800;4.6915
202900;4.6921
203000;4.6927
203100;4.6932
203200;4.6938
203300;4.6944
203400;4.6949
203500;4.6955
203600;4.6961
203700;4.6966
203800;4.6972
203900;4.6978
204000;4.6983
204100;4.6989
204200;4.6995
204300;4.7
204400;4.7006
204500;4.7011
204600;4.7017
204700;4.7023
204800;4.7028
204900;4.7034
205000;4.704
205100;4.7045
205200;4.7051
205300;4.7056
205400;4.7062
205500;4.7067
205600;4.7073
205700;4.7079
205800;4.7084
205900;4.709
206000;4.7095
206100;4.7101
206200;4.7106
206300;4.7112
206400;4.7117
206500;4.7123
206600;4.7128
206700;4.7134
206800;4.7139
206900;4.7145
207000;4.715
207100;4.7156
207200;4.7161
207300;4.7167
207400;4.7172
207500;4.7178
207600;4.7183
207700;4.7188
207800;4.7194
207900;4.7199
208000;4.7205
208100;4.721
208200;4.7216
208300;4.7221
208400;4.7226
208500;4.7232
208600;4.7237
208700;4.7243
208800;4.7248
208900;4.7253
209000;4.7259
209100;4.7264
209200;4.727
209300;4.7275
209400;4.728
209500;4.7286
209600;4.7291
209700;4.7296
209800;4.7302
209900;4.7307
210000;4.7312
210100;4.7318
210200;4.7323
210300;4.7328
210400;4.7334
210500;4.7339
210600;4.7344
210700;4.735
210800;4.7355
210900;4.736
211000;4.7365
211100;4.7371
211200;4.7376
211300;4.7381
211400;4.7386
211500;4.7392
211600;4.7397
211700;4.7402
211800;4.7407
211900;4.7413
212000;4.7418
212100;4.7423
212200;4.7428
212300;4.7434
212400;4.7439
212500;4.7444
212600;4.7449
212700;4.7454
212800;4.746
212900;4.7465
213000;4.747
213100;4.7475
213200;4.748
213300;4.7485
213400;4.7491
213500;4.7496
213600;4.7501
213700;4.7506
213800;4.7511
213900;4.7516
214000;4.7521
214100;4.7527
214200;4.7532
214300;4.7537
214400;4.7542
214500;4.7547
214600;4.7552
214700;4.7557
214800;4.7562
214900;4.7567
215000;4.7573
215100;4.7578
215200;4.7583
215300;4.7588
215400;4.7593
215500;4.7598
215600;4.7603
215700;4.7608
215800;4.7613
215900;4.7618
216000;4.7623
216100;4.7628
216200;4.7633
216300;4.7638
216400;4.7643
216500;4.7648
216600;4.7653
216700;4.7658
216800;4.7663
216900;4.7668
217000;4.7673
217100;4.7678
217200;4.7683
217300;4.7688
217400;4.7693
217500;4.7698
217600;4.7703
217700;4.7708
217800;4.7713
217900;4.7718
218000;4.7723
218100;4.7728
218200;4.7733
218300;4.7738
218400;4.7743
218500;4.7748
218600;4.7753
218700;4.7757
218800;4.7762
218900;4.7767
219000;4.7772
219100;4.7777
219200;4.7782
219300;4.7787
219400;4.7792
219500;4.7797
219600;4.7801
219700;4.7806
219800;4.7811
219900;4.7816
220000;4.7821
220100;4.7826
220200;4.7831
220300;4.7835
220400;4.784
220500;4.7845
220600;4.785
220700;4.7855
220800;4.786
220900;4.7864
221000;4.7869
221100;4.7874
221200;4.7879
221300;4.7884
221400;4.7888
221500;4.7893
221600;4.7898
221700;4.7903
221800;4.7908
221900;4.7912
222000;4.7917
222100;4.7922
222200;4.7927
222300;4.7931
222400;4.7936
222500;4.7941
222600;4.7946
222700;4.795
222800;4.7955
222900;4.796
223000;4.7965
223100;4.7969
223200;4.7974
223300;4.7979
223400;4.7983
223500;4.7988
223600;4.7993
223700;4.7998
223800;4.8002
223900;4.8007
224000;4.8012
224100;4.8016
224200;4.8021
224300;4.8026
224400;4.803
224500;4.8035
224600;4.804
224700;4.8044
224800;4.8049
224900;4.8054
225000;4.8058
225100;4.8063
225200;4.8067
225300;4.8072
225400;4.8077
225500;4.8081
225600;4.8086
225700;4.8091
225800;4.8095
225900;4.81
226000;4.8104
226100;4.8109
226200;4.8114
226300;4.8118
226400;4.8123
226500;4.8127
226600;4.8132
226700;4.8137
226800;4.8141
226900;4.8146
227000;4.815
227100;4.8155
227200;4.8159
227300;4.8164
227400;4.8168
227500;4.8173
227600;4.8178
227700;4.8182
227800;4.8187
227900;4.8191
228000;4.8196
228100;4.82
228200;4.8205
228300;4.8209
228400;4.8214
228500;4.8218
228600;4.8223
228700;4.8227
228800;4.8232
228900;4.8236
229000;4.8241
229100;4.8245
229200;4.825
229300;4.8254
229400;4.8259
229500;4.8263
229600;4.8267
229700;4.8272
229800;4.8276
229900;4.8281
230000;4.8285
230100;4.829
230200;4.8294
230300;4.8299
230400;4.8303
230500;4.8307
230600;4.8312
230700;4.8316
230800;4.8321
230900;4.8325
231000;4.833
231100;4.8335
231200;4.834
231300;4.8345
231400;4.835
231500;4.8354
231600;4.8359
231700;4.8364
231800;4.8369
231900;4.8374
232000;4.8378
232100;4.8383
232200;4.8388
232300;4.8393
232400;4.8398
232500;4.8402
232600;4.8407
232700;4.8412
232800;4.8417
232900;4.8421
233000;4.8426
233100;4.8431
233200;4.8436
233300;4.844
233400;4.8445
233500;4.845
233600;4.8455
233700;4.8459
233800;4.8464
233900;4.8469
234000;4.8474
234100;4.8478
234200;4.8483
234300;4.8488
234400;4.8492
234500;4.8497
234600;4.8502
234700;4.8506
234800;4.8511
234900;4.8516
235000;4.852
235100;4.8525
235200;4.853
235300;4.8534
235400;4.8539
235500;4.8544
235600;4.8548
235700;4.8553
235800;4.8558
235900;4.8562
236000;4.8567
236100;4.8572
236200;4.8576
236300;4.8581
236400;4.8585
236500;4.859
236600;4.8595
236700;4.8599
236800;4.8604
236900;4.8608
237000;4.8613
237100;4.8618
237200;4.8622
237300;4.8627
237400;4.8631
237500;4.8636
237600;4.8641
237700;4.8645
237800;4.865
237900;4.8654
238000;4.8659
238100;4.8663
238200;4.8668
238300;4.8672
238400;4.8677
238500;4.8682
238600;4.8686
238700;4.8691
238800;4.8695
238900;4.87
239000;4.8704
239100;4.8709
239200;4.8713
239300;4.8718
239400;4.8722
239500;4.8727
239600;4.8731
239700;4.8736
239800;4.874
239900;4.8745
240000;4.8749
240100;4.8754
240200;4.8758
240300;4.8763
240400;4.8767
240500;4.8772
240600;4.8776
240700;4.878
240800;4.8785
240900;4.8789
241000;4.8794
241100;4.8798
241200;4.8803
241300;4.8807
241400;4.8812
241500;4.8816
241600;4.882
241700;4.8825
241800;4.8829
241900;4.8834
242000;4.8838
242100;4.8842
242200;4.8847
242300;4.8851
242400;4.8856
242500;4.886
242600;4.8864
242700;4.8869
242800;4.8873
242900;4.8878
243000;4.8882
243100;4.8886
243200;4.8891
243300;4.8895
243400;4.8899
243500;4.8904
243600;4.8908
243700;4.8912
243800;4.8917
243900;4.8921
244000;4.8925
244100;4.893
244200;4.8934
244300;4.8938
244400;4.8943
244500;4.8947
244600;4.8951
244700;4.8956
244800;4.896
244900;4.8964
245000;4.8969
245100;4.8973
245200;4.8977
245300;4.8981
245400;4.8986
245500;4.899
245600;4.8994
245700;4.8999
245800;4.9003
245900;4.9007
246000;4.9011
246100;4.9016
246200;4.902
246300;4.9024
246400;4.9028
246500;4.9033
246600;4.9037
246700;4.9041
246800;4.9045
246900;4.905
247000;4.9054
247100;4.9058
247200;4.9062
247300;4.9067
247400;4.9071
247500;4.9075
247600;4.9079
247700;4.9083
247800;4.9088
247900;4.9092
248000;4.9096
248100;4.91
248200;4.9104
248300;4.9109
248400;4.9113
248500;4.9117
248600;4.9121
248700;4.9125
248800;4.9129
248900;4.9134
249000;4.9138
249100;4.9142
249200;4.9146
249300;4.915
249400;4.9154
249500;4.9159
249600;4.9163
249700;4.9167
249800;4.9171
249900;4.9175
250000;4.9179
251000;4.922
252000;4.9261
253000;4.9302
254000;4.9342
255000;4.9382
256000;4.9421
257000;4.946
258000;4.9499
259000;4.9538
260000;4.9576
261000;4.9614
262000;4.9652
263000;4.9689
264000;4.9727
265000;4.9763
266000;4.98
267000;4.9836
268000;4.9872
269000;4.9908
270000;4.9944
271000;4.9979
272000;5.0014
273000;5.0049
274000;5.0083
275000;5.0117
276000;5.0151
277000;5.0185
278000;5.0219
279000;5.0252
280000;5.0285
281000;5.0318
282000;5.035
283000;5.0383
284000;5.0416
285000;5.0456
286000;5.0497
287000;5.0537
288000;5.0577
289000;5.0616
290000;5.0655
291000;5.0694
292000;5.0733
293000;5.0772
294000;5.081
295000;5.0848
296000;5.0885
297000;5.0923
298000;5.096
299000;5.0997
300000;5.1034
301000;5.107
302000;5.1106
303000;5.1142
304000;5.1178
305000;5.1213
306000;5.1249
307000;5.1284
308000;5.1318
309000;5.1353
310000;5.1387
311000;5.1421
312000;5.1455
313000;5.1489
314000;5.1522
315000;5.1556
316000;5.1589
317000;5.1622
318000;5.1654
319000;5.1687
320000;5.1719
321000;5.1751
322000;5.1783
323000;5.1814
324000;5.1846
325000;5.1877
326000;5.1908
327000;5.1939
328000;5.197
329000;5.2
330000;5.203
331000;5.2061
332000;5.2091
333000;5.212
334000;5.215
335000;5.2179
336000;5.2208
337000;5.2238
338000;5.2272
339000;5.2307
340000;5.2341
341000;5.2376
342000;5.241
343000;5.2443
344000;5.2477
345000;5.251
346000;5.2543
347000;5.2577
348000;5.2609
349000;5.2642
350000;5.2674
351000;5.2707
352000;5.2739
353000;5.2771
354000;5.2802
355000;5.2834
356000;5.2865
357000;5.2896
358000;5.2928
359000;5.2958
360000;5.2989
361000;5.302
362000;5.305
363000;5.308
364000;5.311
365000;5.314
366000;5.317
367000;5.3199
368000;5.3228
369000;5.3258
370000;5.3287
371000;5.3315
372000;5.3344
373000;5.3373
374000;5.3401
375000;5.3429
376000;5.3458
377000;5.3486
378000;5.3513
379000;5.3541
380000;5.3569
381000;5.3596
382000;5.3623
383000;5.365
384000;5.3677
385000;5.3704
386000;5.3731
387000;5.3757
388000;5.3784
389000;5.381
390000;5.3836
391000;5.3862
392000;5.3888
393000;5.3914
394000;5.3939
395000;5.3965
396000;5.399
397000;5.4015
398000;5.404
399000;5.4065
400000;5.409
401000;5.4115
402000;5.4139
403000;5.4164
404000;5.4188
405000;5.4212
406000;5.4237
407000;5.4261
408000;5.4284
409000;5.4308
410000;5.4332
411000;5.4355
412000;5.4379
413000;5.4402
414000;5.4425
415000;5.4448
416000;5.4471
417000;5.4494
418000;5.4517
419000;5.4539
420000;5.4562
421000;5.4584
422000;5.4607
423000;5.4629
424000;5.4651
425000;5.4673
426000;5.4695
427000;5.4717
428000;5.4738
429000;5.476
430000;5.4782
431000;5.4803
432000;5.4824
433000;5.4845
434000;5.4866
435000;5.4887
436000;5.4908
437000;5.4929
438000;5.495
439000;5.4971
440000;5.4991
441000;5.5011
442000;5.5032
443000;5.5052
444000;5.5072
445000;5.5092
446000;5.5112
447000;5.5132
448000;5.5152
449000;5.5172
450000;5.5191
451000;5.5211
452000;5.523
453000;5.525
454000;5.5269
455000;5.5288
456000;5.5307
457000;5.5326
458000;5.5345
459000;5.5364
460000;5.5383
461000;5.5401
462000;5.542
463000;5.5439
464000;5.5457
465000;5.5475
466000;5.5494
467000;5.5512
468000;5.553
469000;5.5548
470000;5.5566
471000;5.5584
472000;5.5602
473000;5.562
474000;5.5637
475000;5.5655
476000;5.5674
477000;5.5694
478000;5.5713
479000;5.5733
480000;5.5752
481000;5.5771
482000;5.579
483000;5.5809
484000;5.5828
485000;5.5847
486000;5.5866
487000;5.5885
488000;5.5904
489000;5.5922
490000;5.5941
491000;5.5959
492000;5.5978
493000;5.5996
494000;5.6014
495000;5.6032
496000;5.605
497000;5.6068
498000;5.6086
499000;5.6104
500000;5.6122
501000;5.614
502000;5.6157
503000;5.6175
504000;5.6192
505000;5.621
506000;5.6227
507000;5.6244
508000;5.6262
509000;5.6279
510000;5.6296
511000;5.6313
512000;5.633
513000;5.6347
514000;5.6364
515000;5.638
516000;5.6397
517000;5.6414
518000;5.643
519000;5.6447
520000;5.6463
521000;5.648
522000;5.6496
523000;5.6512
524000;5.6529
525000;5.6545
526000;5.6561
527000;5.6577
528000;5.6593
529000;5.6609
530000;5.6624
531000;5.664
532000;5.6656
533000;5.6672
534000;5.6687
535000;5.6703
536000;5.6718
537000;5.6734
538000;5.6749
539000;5.6764
540000;5.678
541000;5.6795
542000;5.681
543000;5.6825
544000;5.684
545000;5.6855
546000;5.687
547000;5.6885
548000;5.69
549000;5.6914
550000;5.6929
551000;5.6944
552000;5.6958
553000;5.6973
554000;5.6987
555000;5.7002
556000;5.7016
557000;5.703
558000;5.7045
559000;5.7059
560000;5.7073
561000;5.7087
562000;5.7101
563000;5.7115
564000;5.7129
565000;5.7143
566000;5.7157
567000;5.7171
568000;5.7185
569000;5.7199
570000;5.7212
571000;5.7226
572000;5.7239
573000;5.7253
574000;5.7266
575000;5.728
576000;5.7293
577000;5.7307
578000;5.732
579000;5.7333
580000;5.7346
581000;5.736
582000;5.7373
583000;5.7386
584000;5.7399
585000;5.7412
586000;5.7425
587000;5.7438
588000;5.7451
589000;5.7463
590000;5.7476
591000;5.7489
592000;5.7502
593000;5.7514
594000;5.7527
595000;5.7539
596000;5.7552
597000;5.7564
598000;5.7577
599000;5.7589
600000;5.7602
601000;5.7614
602000;5.7626
603000;5.7638
604000;5.7651
605000;5.7663
606000;5.7675
607000;5.7687
608000;5.7699
609000;5.7711
610000;5.7723
611000;5.7735
612000;5.7747
613000;5.7758
614000;5.777
615000;5.7782
616000;5.7794
617000;5.7805
618000;5.7817
619000;5.7829
620000;5.784
621000;5.7852
622000;5.7863
623000;5.7875
624000;5.7886
625000;5.7898
626000;5.7909
627000;5.792
628000;5.7931
629000;5.7943
630000;5.7954
631000;5.7965
632000;5.7976
633000;5.7987
634000;5.7998
635000;5.8009
636000;5.802
637000;5.8031
638000;5.8042
639000;5.8053
640000;5.8064
641000;5.8075
642000;5.8086
643000;5.8096
644000;5.8107
645000;5.8118
646000;5.8128
647000;5.8139
648000;5.815
649000;5.816
650000;5.8171
651000;5.8181
652000;5.8192
653000;5.8202
654000;5.8212
655000;5.8223
656000;5.8233
657000;5.8243
658000;5.8254
659000;5.8264
660000;5.8274
661000;5.8284
662000;5.8294
663000;5.8305
664000;5.8315
665000;5.8325
666000;5.8335
667000;5.8345
668000;5.8355
669000;5.8365
670000;5.8375
671000;5.8384
672000;5.8394
673000;5.8404
674000;5.8414
675000;5.8424
676000;5.8433
677000;5.8443
678000;5.8453
679000;5.8462
680000;5.8472
681000;5.8482
682000;5.8491
683000;5.8501
684000;5.851
685000;5.852
686000;5.8529
687000;5.8539
688000;5.8548
689000;5.8557
690000;5.8567
691000;5.8576
692000;5.8585
693000;5.8594
694000;5.8604
695000;5.8613
696000;5.8622
697000;5.8631
698000;5.864
699000;5.8649
700000;5.8659
701000;5.8668
702000;5.8677
703000;5.8686
704000;5.8695
705000;5.8703
706000;5.8712
707000;5.8721
708000;5.873
709000;5.8739
710000;5.8748
711000;5.8757
712000;5.8765
713000;5.8774
714000;5.8783
715000;5.8792
716000;5.88
717000;5.8809
718000;5.8817
719000;5.8826
720000;5.8835
721000;5.8843
722000;5.8852
723000;5.886
724000;5.8869
725000;5.8877
726000;5.8886
727000;5.8894
728000;5.8902
729000;5.8911
730000;5.8919
731000;5.8927
732000;5.8936
733000;5.8944
734000;5.8952
735000;5.896
736000;5.8969
737000;5.8977
738000;5.8985
739000;5.8993
740000;5.9001
741000;5.9009
742000;5.9017
743000;5.9026
744000;5.9034
745000;5.9042
746000;5.905
747000;5.9057
748000;5.9065
749000;5.9073
750000;5.9081
751000;5.9089
752000;5.9097
753000;5.9105
754000;5.9113
755000;5.912
756000;5.9128
757000;5.9136
758000;5.9144
759000;5.9151
760000;5.9159
761000;5.9167
762000;5.9174
763000;5.9182
764000;5.919
765000;5.9197
766000;5.9205
767000;5.9212
768000;5.922
769000;5.9228
770000;5.9235
771000;5.9242
772000;5.925
773000;5.9257
774000;5.9265
775000;5.9272
776000;5.928
777000;5.9287
778000;5.9294
779000;5.9302
780000;5.9309
781000;5.9316
782000;5.9323
783000;5.9331
784000;5.9338
785000;5.9345
786000;5.9352
787000;5.936
788000;5.9367
789000;5.9374
790000;5.9381
791000;5.9388
792000;5.9395
793000;5.9402
794000;5.9409
795000;5.9416
796000;5.9423
797000;5.943
798000;5.9437
799000;5.9444
800000;5.9451
801000;5.9458
802000;5.9465
803000;5.9472
804000;5.9479
805000;5.9486
806000;5.9492
807000;5.9499
808000;5.9506
809000;5.9513
810000;5.952
811000;5.9526
812000;5.9533
813000;5.954
814000;5.9547
815000;5.9553
816000;5.956
817000;5.9567
818000;5.9573
819000;5.958
820000;5.9587
821000;5.9593
822000;5.96
823000;5.9606
824000;5.9613
825000;5.9619
826000;5.9626
827000;5.9632
828000;5.9639
829000;5.9645
830000;5.9652
831000;5.9658
832000;5.9665
833000;5.9671
834000;5.9677
835000;5.9684
836000;5.969
837000;5.9696
838000;5.9703
839000;5.9709
840000;5.9715
841000;5.9722
842000;5.9728
843000;5.9734
844000;5.974
845000;5.9747
846000;5.9753
847000;5.9759
848000;5.9765
849000;5.9771
850000;5.9778
851000;5.9784
852000;5.979
853000;5.9796
854000;5.9802
855000;5.9808
856000;5.9814
857000;5.982
858000;5.9826
859000;5.9832
860000;5.9838
861000;5.9844
862000;5.985
863000;5.9856
864000;5.9862
865000;5.9868
866000;5.9874
867000;5.988
868000;5.9886
869000;5.9892
870000;5.9898
871000;5.9904
872000;5.9909
873000;5.9915
874000;5.9921
875000;5.9927
876000;5.9933
877000;5.9938
878000;5.9944
879000;5.995
880000;5.9956
881000;5.9961
882000;5.9967
883000;5.9973
884000;5.9978
885000;5.9984
886000;5.999
887000;5.9995
888000;6.0001
889000;6.0007
890000;6.0012
891000;6.0018
892000;6.0023
893000;6.0029
894000;6.0035
895000;6.004
896000;6.0046
897000;6.0051
898000;6.0057
899000;6.0062
900000;6.0068
901000;6.0073
902000;6.0079
903000;6.0084
904000;6.009
905000;6.0095
906000;6.01
907000;6.0106
908000;6.0111
909000;6.0117
910000;6.0122
911000;6.0127
912000;6.0133
913000;6.0138
914000;6.0143
915000;6.0149
916000;6.0154
917000;6.0159
918000;6.0164
919000;6.017
920000;6.0175
921000;6.018
922000;6.0185
923000;6.0191
924000;6.0196
925000;6.0201
926000;6.0206
927000;6.0211
928000;6.0217
929000;6.0222
930000;6.0227
931000;6.0232
932000;6.0237
933000;6.0242
934000;6.0247
935000;6.0252
936000;6.0257
937000;6.0262
938000;6.0268
939000;6.0273
940000;6.0278
941000;6.0283
942000;6.0288
943000;6.0293
944000;6.0298
945000;6.0303
946000;6.0308
947000;6.0313
948000;6.0317
949000;6.0322
950000;6.0327
951000;6.0332
952000;6.0337
953000;6.0342
954000;6.0347
955000;6.0352
956000;6.0357
957000;6.0361
958000;6.0366
959000;6.0371
960000;6.0376
961000;6.0381
962000;6.0386
963000;6.039
964000;6.0395
965000;6.04
966000;6.0405
967000;6.0409
968000;6.0414
969000;6.0419
970000;6.0424
971000;6.0428
972000;6.0433
973000;6.0438
974000;6.0442
975000;6.0447
976000;6.0452
977000;6.0456
978000;6.0461
979000;6.0466
980000;6.047
981000;6.0475
982000;6.048
983000;6.0484
984000;6.0489
985000;6.0493
986000;6.0498
987000;6.0502
988000;6.0507
989000;6.0512
990000;6.0516
991000;6.0521
992000;6.0525
993000;6.053
994000;6.0534
995000;6.0539
996000;6.0543
997000;6.0548
998000;6.0552
999000;6.0557
1000000;6.0561
1010000;6.0605
1020000;6.0648
1030000;6.069
1040000;6.0732
1050000;6.0772
1060000;6.0812
1070000;6.0851
1080000;6.089
1090000;6.0927
1100000;6.0965
1110000;6.1001
1120000;6.1037
1130000;6.1072
1140000;6.1106
1150000;6.114
1160000;6.1173
1170000;6.1206
1180000;6.1238
1190000;6.127
1200000;6.1301
1210000;6.1331
1220000;6.1361
1230000;6.1391
1240000;6.142
1250000;6.1449
1260000;6.1477
1270000;6.1505
1280000;6.1532
1290000;6.1559
1300000;6.1585
1310000;6.1611
1320000;6.1637
1330000;6.1662
1340000;6.1687
1350000;6.1712
1360000;6.1736
1370000;6.176
1380000;6.1783
1390000;6.1806
1400000;6.1829
1410000;6.1852
1420000;6.1874
1430000;6.1896
1440000;6.1917
1450000;6.1939
1460000;6.196
1470000;6.198
1480000;6.2001
1490000;6.2021
1500000;6.2041
1510000;6.206
1520000;6.208
1530000;6.2099
1540000;6.2118
1550000;6.2136
1560000;6.2154
1570000;6.2173
1580000;6.219
1590000;6.2208
1600000;6.2226
1610000;6.2243
1620000;6.226
1630000;6.2277
1640000;6.2293
1650000;6.231
1660000;6.2326
1670000;6.2342
1680000;6.2358
1690000;6.2373
1700000;6.2389
1710000;6.2404
1720000;6.2419
1730000;6.2434
1740000;6.2449
1750000;6.2463
1760000;6.2478
1770000;6.2492
1780000;6.2506
1790000;6.252
1800000;6.2534
1810000;6.2547
1820000;6.2561
1830000;6.2574
1840000;6.2587
1850000;6.2601
1860000;6.2613
1870000;6.2626
1880000;6.2639
1890000;6.2651
1900000;6.2664
1910000;6.2676
1920000;6.2688
1930000;6.27
1940000;6.2712
1950000;6.2724
1960000;6.2735
1970000;6.2747
1980000;6.2758
1990000;6.2769
2000000;6.278
2010000;6.2792
2020000;6.2802
2030000;6.2813
2040000;6.2824
2050000;6.2835
2060000;6.2845
2070000;6.2856
2080000;6.2866
2090000;6.2876
2100000;6.2886
2110000;6.2896
2120000;6.2906
2130000;6.2916
2140000;6.2926
2150000;6.2935
2160000;6.2945
2170000;6.2954
2180000;6.2964
2190000;6.2973
2200000;6.2982
2210000;6.2991
2220000;6.3
2230000;6.3009
2240000;6.3018
2250000;6.3027
2260000;6.3036
2270000;6.3044
2280000;6.3053
2290000;6.3062
2300000;6.307
2310000;6.3078
2320000;6.3087
2330000;6.3095
2340000;6.3103
2350000;6.3111
2360000;6.3119
2370000;6.3127
2380000;6.3135
2390000;6.3143
2400000;6.315
2410000;6.3158
2420000;6.3166
2430000;6.3173
2440000;6.3181
2450000;6.3188
2460000;6.3196
2470000;6.3203
2480000;6.321
2490000;6.3217
2500000;6.3224
2510000;6.3231
2520000;6.3238
2530000;6.3245
2540000;6.3252
2550000;6.3259
2560000;6.3266
2570000;6.3273
2580000;6.3279
2590000;6.3286
2600000;6.3293
2610000;6.3299
2620000;6.3306
2630000;6.3312
2640000;6.3319
2650000;6.3325
2660000;6.3331
2670000;6.3337
2680000;6.3344
2690000;6.335
2700000;6.3356
2710000;6.3362
2720000;6.3368
2730000;6.3374
2740000;6.338
2750000;6.3386
2760000;6.3392
2770000;6.3397
2780000;6.3403
2790000;6.3409
2800000;6.3415
2810000;6.342
2820000;6.3426
2830000;6.3431
2840000;6.3437
2850000;6.3442
2860000;6.3448
2870000;6.3453
2880000;6.3459
2890000;6.3464
2900000;6.3469
2910000;6.3475
2920000;6.348
2930000;6.3485
2940000;6.349
2950000;6.3495
2960000;6.35
2970000;6.3505
2980000;6.351
2990000;6.3515
3000000;6.352
3010000;6.3525
3020000;6.353
3030000;6.3535
3040000;6.354
3050000;6.3545
3060000;6.3549
3070000;6.3554
3080000;6.3559
3090000;6.3563
3100000;6.3568
3110000;6.3573
3120000;6.3577
3130000;6.3582
3140000;6.3586
3150000;6.3591
3160000;6.3595
3170000;6.36
3180000;6.3604
3190000;6.3608
3200000;6.3613
3210000;6.3617
3220000;6.3621
3230000;6.3626
3240000;6.363
3250000;6.3634
3260000;6.3638
3270000;6.3642
3280000;6.3647
3290000;6.3651
3300000;6.3655
3310000;6.3659
3320000;6.3663
3330000;6.3667
3340000;6.3671
3350000;6.3675
3360000;6.3679
3370000;6.3683
3380000;6.3687
3390000;6.3691
3400000;6.3694
3410000;6.3698
3420000;6.3702
3430000;6.3706
3440000;6.371
3450000;6.3713
3460000;6.3717
3470000;6.3721
3480000;6.3724
3490000;6.3728
3500000;6.3732
3510000;6.3735
3520000;6.3739
3530000;6.3742
3540000;6.3746
3550000;6.375
3560000;6.3753
3570000;6.3757
3580000;6.376
3590000;6.3763
3600000;6.3767
3610000;6.377
3620000;6.3774
3630000;6.3777
3640000;6.378
3650000;6.3784
3660000;6.3787
3670000;6.379
3680000;6.3794
3690000;6.3797
3700000;6.38
3710000;6.3803
3720000;6.3807
3730000;6.381
