Steuerbares Einkommen;Einheitssteuersatz %
175400;5.0802
175500;5.0807
175600;5.0813
175700;5.0818
175800;5.0824
175900;5.0829
176000;5.0835
176100;5.084
176200;5.0846
176300;5.0851
176400;5.0857
176500;5.0862
176600;5.0868
176700;5.0873
176800;5.0879
176900;5.0884
177000;5.089
177100;5.0895
177200;5.09
177300;5.0906
177400;5.0911
177500;5.0917
177600;5.0922
177700;5.0927
177800;5.0933
177900;5.0938
178000;5.0944
178100;5.0949
178200;5.0954
178300;5.096
178400;5.0965
178500;5.097
178600;5.0976
178700;5.0981
178800;5.0986
178900;5.0992
179000;5.0997
179100;5.1002
179200;5.1008
179300;5.1013
179400;5.1018
179500;5.1023
179600;5.1029
179700;5.1034
179800;5.1039
179900;5.1044
180000;5.105
180100;5.1055
180200;5.106
180300;5.1065
180400;5.1071
180500;5.1076
180600;5.1081
180700;5.1086
180800;5.1092
180900;5.1097
181000;5.1102
181100;5.1107
181200;5.1112
181300;5.1117
181400;5.1123
181500;5.1128
181600;5.1133
181700;5.1138
181800;5.1143
181900;5.1148
182000;5.1154
182100;5.1159
182200;5.1164
182300;5.1169
182400;5.1174
182500;5.1179
182600;5.1184
182700;5.1189
182800;5.1194
182900;5.12
183000;5.1205
183100;5.121
183200;5.1215
183300;5.122
183400;5.1225
183500;5.123
183600;5.1235
183700;5.124
183800;5.1245
183900;5.125
184000;5.1255
184100;5.126
184200;5.1265
184300;5.127
184400;5.1275
184500;5.128
184600;5.1285
184700;5.129
184800;5.1295
184900;5.13
185000;5.1305
185100;5.131
185200;5.1315
185300;5.132
185400;5.1325
185500;5.133
185600;5.1335
185700;5.134
185800;5.1345
185900;5.135
186000;5.1355
186100;5.1359
186200;5.1364
186300;5.1369
186400;5.1374
186500;5.1379
186600;5.1384
186700;5.1389
186800;5.1394
186900;5.1399
187000;5.1403
187100;5.1408
187200;5.1413
187300;5.1418
187400;5.1423
187500;5.1428
187600;5.1433
187700;5.1437
187800;5.1442
187900;5.1447
188000;5.1452
188100;5.1457
188200;5.1461
188300;5.1466
188400;5.1471
188500;5.1476
188600;5.1481
188700;5.1485
188800;5.149
188900;5.1495
189000;5.15
189100;5.1504
189200;5.1509
189300;5.1514
189400;5.1519
189500;5.1523
189600;5.1528
189700;5.1533
189800;5.1539
189900;5.1544
190000;5.1549
190100;5.1554
190200;5.156
190300;5.1565
190400;5.157
190500;5.1575
190600;5.1581
190700;5.1586
190800;5.1591
190900;5.1596
191000;5.1601
191100;5.1606
191200;5.1612
191300;5.1617
191400;5.1622
191500;5.1627
191600;5.1632
191700;5.1637
191800;5.1643
191900;5.1648
192000;5.1653
192100;5.1658
192200;5.1663
192300;5.1668
192400;5.1673
192500;5.1678
192600;5.1684
192700;5.1689
192800;5.1694
192900;5.1699
193000;5.1704
193100;5.1709
193200;5.1714
193300;5.1719
193400;5.1724
193500;5.1729
193600;5.1734
193700;5.1739
193800;5.1744
193900;5.1749
194000;5.1754
194100;5.1759
194200;5.1764
194300;5.1769
194400;5.1774
194500;5.1779
194600;5.1784
194700;5.1789
194800;5.1794
194900;5.1799
195000;5.1804
195100;5.1809
195200;5.1814
195300;5.1819
195400;5.1824
195500;5.1829
195600;5.1834
195700;5.1839
195800;5.1844
195900;5.1849
196000;5.1854
196100;5.1859
196200;5.1864
196300;5.1869
196400;5.1873
196500;5.1878
196600;5.1883
196700;5.1888
196800;5.1893
196900;5.1898
197000;5.1903
197100;5.1908
197200;5.1913
197300;5.1917
197400;5.1922
197500;5.1927
197600;5.1932
197700;5.1937
197800;5.1942
197900;5.1946
198000;5.1951
198100;5.1956
198200;5.1961
198300;5.1966
198400;5.1971
198500;5.1975
198600;5.198
198700;5.1985
198800;5.199
198900;5.1994
199000;5.1999
199100;5.2004
199200;5.2009
199300;5.2014
199400;5.2018
199500;5.2023
199600;5.2028
199700;5.2033
199800;5.2037
199900;5.2042
200000;5.2047
200100;5.2051
200200;5.2056
200300;5.2061
200400;5.2066
200500;5.207
200600;5.2075
200700;5.208
200800;5.2084
200900;5.2089
201000;5.2094
201100;5.2098
201200;5.2103
201300;5.2108
201400;5.2112
201500;5.2117
201600;5.2122
201700;5.2126
201800;5.2131
201900;5.2136
202000;5.214
202100;5.2145
202200;5.215
202300;5.2154
202400;5.2159
202500;5.2163
202600;5.2168
202700;5.2173
202800;5.2177
202900;5.2182
203000;5.2186
203100;5.2191
203200;5.2196
203300;5.22
203400;5.2205
203500;5.2209
203600;5.2214
203700;5.2218
203800;5.2223
203900;5.2228
204000;5.2232
204100;5.2237
204200;5.2241
204300;5.2246
204400;5.225
204500;5.2255
204600;5.2259
204700;5.2264
204800;5.2268
204900;5.2273
205000;5.2277
205100;5.2282
205200;5.2286
205300;5.2291
205400;5.2295
205500;5.23
205600;5.2304
205700;5.2309
205800;5.2313
205900;5.2318
206000;5.2322
206100;5.2327
206200;5.2331
206300;5.2335
206400;5.234
206500;5.2344
206600;5.2349
206700;5.2353
206800;5.2358
206900;5.2362
207000;5.2366
207100;5.2371
207200;5.2375
207300;5.238
207400;5.2384
207500;5.2388
207600;5.2393
207700;5.2397
207800;5.2402
207900;5.2406
208000;5.241
208100;5.2415
208200;5.2419
208300;5.2423
208400;5.2428
208500;5.2432
208600;5.2436
208700;5.2441
208800;5.2445
208900;5.2449
209000;5.2454
209100;5.2458
209200;5.2462
209300;5.2467
209400;5.2471
209500;5.2475
209600;5.248
209700;5.2484
209800;5.2488
209900;5.2493
210000;5.2497
210100;5.2501
210200;5.2505
210300;5.251
210400;5.2514
210500;5.2518
210600;5.2523
210700;5.2527
210800;5.2531
210900;5.2535
211000;5.254
211100;5.2544
211200;5.2548
211300;5.2552
211400;5.2557
211500;5.2561
211600;5.2565
211700;5.2569
211800;5.2573
211900;5.2578
212000;5.2582
212100;5.2586
212200;5.259
212300;5.2594
212400;5.2599
212500;5.2603
212600;5.2607
212700;5.2611
212800;5.2615
212900;5.262
213000;5.2624
213100;5.2628
213200;5.2632
213300;5.2636
213400;5.264
213500;5.2644
213600;5.2649
213700;5.2653
213800;5.2657
213900;5.2661
214000;5.2665
214100;5.2669
214200;5.2673
214300;5.2678
214400;5.2682
214500;5.2686
214600;5.269
214700;5.2694
214800;5.2698
214900;5.2702
215000;5.2706
215100;5.271
215200;5.2714
215300;5.2719
215400;5.2723
215500;5.2727
215600;5.2731
215700;5.2735
215800;5.2739
215900;5.2743
216000;5.2747
216100;5.2751
216200;5.2755
216300;5.2759
216400;5.2763
216500;5.2767
216600;5.2771
216700;5.2775
216800;5.2779
216900;5.2783
217000;5.2787
217100;5.2791
217200;5.2795
217300;5.2799
217400;5.2803
217500;5.2807
217600;5.2811
217700;5.2815
217800;5.2819
217900;5.2823
218000;5.2827
218100;5.2831
218200;5.2835
218300;5.2839
218400;5.2843
218500;5.2847
218600;5.2851
218700;5.2855
218800;5.2859
218900;5.2863
219000;5.2867
219100;5.2871
219200;5.2875
219300;5.2879
219400;5.2883
219500;5.2887
219600;5.289
219700;5.2894
219800;5.2898
219900;5.2902
220000;5.2906
220100;5.291
220200;5.2914
220300;5.2918
220400;5.2922
220500;5.2926
220600;5.293
220700;5.2933
220800;5.2937
220900;5.2941
221000;5.2945
221100;5.2949
221200;5.2953
221300;5.2957
221400;5.296
221500;5.2964
221600;5.2968
221700;5.2972
221800;5.2976
221900;5.298
222000;5.2984
222100;5.2987
222200;5.2991
222300;5.2995
222400;5.2999
222500;5.3003
222600;5.3007
222700;5.301
222800;5.3014
222900;5.3018
223000;5.3022
223100;5.3026
223200;5.3029
223300;5.3033
223400;5.3037
223500;5.3041
223600;5.3044
223700;5.3048
223800;5.3052
223900;5.3056
224000;5.306
224100;5.3063
224200;5.3067
224300;5.3071
224400;5.3075
224500;5.3078
224600;5.3082
224700;5.3086
224800;5.309
224900;5.3093
225000;5.3097
225100;5.3101
225200;5.3105
225300;5.3108
225400;5.3112
225500;5.3116
225600;5.3119
225700;5.3123
225800;5.3127
225900;5.3131
226000;5.3134
226100;5.3138
226200;5.3142
226300;5.3145
226400;5.3149
226500;5.3153
226600;5.3158
226700;5.3162
226800;5.3166
226900;5.3171
227000;5.3175
227100;5.3179
227200;5.3184
227300;5.3188
227400;5.3192
227500;5.3197
227600;5.3201
227700;5.3205
227800;5.321
227900;5.3214
228000;5.3218
228100;5.3222
228200;5.3227
228300;5.3231
228400;5.3235
228500;5.324
228600;5.3244
228700;5.3248
228800;5.3252
228900;5.3257
229000;5.3261
229100;5.3265
229200;5.3269
229300;5.3274
229400;5.3278
229500;5.3282
229600;5.3286
229700;5.3291
229800;5.3295
229900;5.3299
230000;5.3303
230100;5.3307
230200;5.3312
230300;5.3316
230400;5.332
230500;5.3324
230600;5.3328
230700;5.3333
230800;5.3337
230900;5.3341
231000;5.3345
231100;5.3349
231200;5.3354
231300;5.3358
231400;5.3362
231500;5.3366
231600;5.337
231700;5.3374
231800;5.3379
231900;5.3383
232000;5.3387
232100;5.3391
232200;5.3395
232300;5.3399
232400;5.3403
232500;5.3408
232600;5.3412
232700;5.3416
232800;5.342
232900;5.3424
233000;5.3428
233100;5.3432
233200;5.3436
233300;5.344
233400;5.3445
233500;5.3449
233600;5.3453
233700;5.3457
233800;5.3461
233900;5.3465
234000;5.3469
234100;5.3473
234200;5.3477
234300;5.3481
234400;5.3485
234500;5.3489
234600;5.3493
234700;5.3497
234800;5.3501
234900;5.3506
235000;5.351
235100;5.3514
235200;5.3518
235300;5.3522
235400;5.3526
235500;5.353
235600;5.3534
235700;5.3538
235800;5.3542
235900;5.3546
236000;5.355
236100;5.3554
236200;5.3558
236300;5.3562
236400;5.3566
236500;5.357
236600;5.3574
236700;5.3578
236800;5.3582
236900;5.3586
237000;5.359
237100;5.3594
237200;5.3598
237300;5.3602
237400;5.3606
237500;5.3609
237600;5.3613
237700;5.3617
237800;5.3621
237900;5.3625
238000;5.3629
238100;5.3633
238200;5.3637
238300;5.3641
238400;5.3645
238500;5.3649
238600;5.3653
238700;5.3657
238800;5.3661
238900;5.3665
239000;5.3668
239100;5.3672
239200;5.3676
239300;5.368
239400;5.3684
239500;5.3688
239600;5.3692
239700;5.3696
239800;5.37
239900;5.3703
240000;5.3707
240100;5.3711
240200;5.3715
240300;5.3719
240400;5.3723
240500;5.3727
240600;5.373
240700;5.3734
240800;5.3738
240900;5.3742
241000;5.3746
241100;5.375
241200;5.3754
241300;5.3757
241400;5.3761
241500;5.3765
241600;5.3769
241700;5.3773
241800;5.3776
241900;5.378
242000;5.3784
242100;5.3788
242200;5.3792
242300;5.3796
242400;5.3799
242500;5.3803
242600;5.3807
242700;5.3811
242800;5.3814
242900;5.3818
243000;5.3822
243100;5.3826
243200;5.383
243300;5.3833
243400;5.3837
243500;5.3841
243600;5.3845
243700;5.3848
243800;5.3852
243900;5.3856
244000;5.386
244100;5.3863
244200;5.3867
244300;5.3871
244400;5.3875
244500;5.3878
244600;5.3882
244700;5.3886
244800;5.389
244900;5.3893
245000;5.3897
245100;5.3901
245200;5.3904
245300;5.3908
245400;5.3912
245500;5.3915
245600;5.3919
245700;5.3923
245800;5.3927
245900;5.393
246000;5.3934
246100;5.3938
246200;5.3941
246300;5.3945
246400;5.3949
246500;5.3952
246600;5.3956
246700;5.396
246800;5.3963
246900;5.3967
247000;5.3971
247100;5.3974
247200;5.3978
247300;5.3982
247400;5.3985
247500;5.3989
247600;5.3993
247700;5.3996
247800;5.4
247900;5.4003
248000;5.4007
248100;5.4011
248200;5.4014
248300;5.4018
248400;5.4022
248500;5.4025
248600;5.4029
248700;5.4032
248800;5.4036
248900;5.404
249000;5.4043
249100;5.4047
249200;5.405
249300;5.4054
249400;5.4058
249500;5.4061
249600;5.4065
249700;5.4068
249800;5.4072
249900;5.4075
250000;5.4079
251000;5.4115
252000;5.415
253000;5.4185
254000;5.4219
255000;5.4254
256000;5.4288
257000;5.4322
258000;5.4356
259000;5.4389
260000;5.4422
261000;5.4455
262000;5.4488
263000;5.452
264000;5.4552
265000;5.4584
266000;5.4616
267000;5.4647
268000;5.4678
269000;5.4709
270000;5.474
271000;5.477
272000;5.4801
273000;5.4831
274000;5.486
275000;5.489
276000;5.4919
277000;5.4949
278000;5.4978
279000;5.5006
280000;5.5035
281000;5.5063
282000;5.5091
283000;5.5119
284000;5.5147
285000;5.5175
286000;5.5202
287000;5.5229
288000;5.5256
289000;5.5283
290000;5.5309
291000;5.5336
292000;5.5362
293000;5.5388
294000;5.5414
295000;5.544
296000;5.5465
297000;5.5491
298000;5.5516
299000;5.5541
300000;5.5566
301000;5.5591
302000;5.5615
303000;5.5639
304000;5.5664
305000;5.5688
306000;5.5712
307000;5.5735
308000;5.5759
309000;5.5782
310000;5.5806
311000;5.5829
312000;5.5854
313000;5.588
314000;5.5906
315000;5.5931
316000;5.5957
317000;5.5982
318000;5.6007
319000;5.6032
320000;5.6057
321000;5.6082
322000;5.6107
323000;5.6131
324000;5.6155
325000;5.618
326000;5.6204
327000;5.6227
328000;5.6251
329000;5.6275
330000;5.6298
331000;5.6321
332000;5.6344
333000;5.6367
334000;5.639
335000;5.6413
336000;5.6436
337000;5.6458
338000;5.648
339000;5.6503
340000;5.6525
341000;5.6546
342000;5.6568
343000;5.659
344000;5.6611
345000;5.6633
346000;5.6654
347000;5.6675
348000;5.6696
349000;5.6717
350000;5.6738
351000;5.6759
352000;5.6779
353000;5.68
354000;5.682
355000;5.684
356000;5.6861
357000;5.6881
358000;5.69
359000;5.692
360000;5.694
361000;5.6959
362000;5.6979
363000;5.6998
364000;5.7017
365000;5.7037
366000;5.7056
367000;5.7075
368000;5.7093
369000;5.7112
370000;5.7131
371000;5.7149
372000;5.7168
373000;5.7186
374000;5.7204
375000;5.7222
376000;5.724
377000;5.7258
378000;5.7276
379000;5.7294
380000;5.7311
381000;5.7329
382000;5.7346
383000;5.7364
384000;5.7381
385000;5.7398
386000;5.7415
387000;5.7432
388000;5.7449
389000;5.7466
390000;5.7483
391000;5.75
392000;5.7516
393000;5.7533
394000;5.7549
395000;5.7565
396000;5.7582
397000;5.7598
398000;5.7614
399000;5.763
400000;5.7646
401000;5.7662
402000;5.7677
403000;5.7693
404000;5.7709
405000;5.7724
406000;5.774
407000;5.7755
408000;5.777
409000;5.7786
410000;5.7801
411000;5.7816
412000;5.7831
413000;5.7846
414000;5.7861
415000;5.7876
416000;5.789
417000;5.7905
418000;5.7919
419000;5.7934
420000;5.7948
421000;5.7963
422000;5.7977
423000;5.7991
424000;5.8006
425000;5.802
426000;5.8034
427000;5.8048
428000;5.8062
429000;5.8075
430000;5.8089
431000;5.8103
432000;5.8117
433000;5.813
434000;5.8144
435000;5.8157
436000;5.8171
437000;5.8184
438000;5.8197
439000;5.821
440000;5.8224
441000;5.8237
442000;5.825
443000;5.8263
444000;5.8276
445000;5.8288
446000;5.8301
447000;5.8314
448000;5.8327
449000;5.8339
450000;5.8352
451000;5.8364
452000;5.8377
453000;5.8389
454000;5.8402
455000;5.8414
456000;5.8426
457000;5.8438
458000;5.8451
459000;5.8463
460000;5.8475
461000;5.8489
462000;5.8503
463000;5.8517
464000;5.8531
465000;5.8545
466000;5.8558
467000;5.8572
468000;5.8586
469000;5.86
470000;5.8613
471000;5.8627
472000;5.864
473000;5.8654
474000;5.8667
475000;5.8681
476000;5.8694
477000;5.8707
478000;5.872
479000;5.8733
480000;5.8746
481000;5.8759
482000;5.8772
483000;5.8785
484000;5.8798
485000;5.8811
486000;5.8824
487000;5.8836
488000;5.8849
489000;5.8861
490000;5.8874
491000;5.8886
492000;5.8899
493000;5.8911
494000;5.8924
495000;5.8936
496000;5.8948
497000;5.896
498000;5.8972
499000;5.8984
500000;5.8997
501000;5.9008
502000;5.902
503000;5.9032
504000;5.9044
505000;5.9056
506000;5.9068
507000;5.9079
508000;5.9091
509000;5.9103
510000;5.9114
511000;5.9126
512000;5.9137
513000;5.9149
514000;5.916
515000;5.9171
516000;5.9183
517000;5.9194
518000;5.9205
519000;5.9216
520000;5.9227
521000;5.9238
522000;5.925
523000;5.9261
524000;5.9271
525000;5.9282
526000;5.9293
527000;5.9304
528000;5.9315
529000;5.9326
530000;5.9336
531000;5.9347
532000;5.9358
533000;5.9368
534000;5.9379
535000;5.9389
536000;5.94
537000;5.941
538000;5.9421
539000;5.9431
540000;5.9441
541000;5.9451
542000;5.9462
543000;5.9472
544000;5.9482
545000;5.9492
546000;5.9502
547000;5.9512
548000;5.9522
549000;5.9532
550000;5.9542
551000;5.9552
552000;5.9562
553000;5.9572
554000;5.9582
555000;5.9591
556000;5.9601
557000;5.9611
558000;5.9621
559000;5.963
560000;5.964
561000;5.9649
562000;5.9659
563000;5.9668
564000;5.9678
565000;5.9687
566000;5.9697
567000;5.9706
568000;5.9715
569000;5.9725
570000;5.9734
571000;5.9743
572000;5.9752
573000;5.9761
574000;5.977
575000;5.978
576000;5.9789
577000;5.9798
578000;5.9807
579000;5.9816
580000;5.9825
581000;5.9833
582000;5.9842
583000;5.9851
584000;5.986
585000;5.9869
586000;5.9878
587000;5.9886
588000;5.9895
589000;5.9904
590000;5.9912
591000;5.9921
592000;5.9929
593000;5.9938
594000;5.9947
595000;5.9955
596000;5.9964
597000;5.9972
598000;5.998
599000;5.9989
600000;5.9997
601000;6.0005
602000;6.0014
603000;6.0022
604000;6.003
605000;6.0038
606000;6.0047
607000;6.0055
608000;6.0063
609000;6.0071
610000;6.0079
611000;6.0087
612000;6.0095
613000;6.0103
614000;6.0111
615000;6.0119
616000;6.0127
617000;6.0135
618000;6.0143
619000;6.0151
620000;6.0158
621000;6.0166
622000;6.0174
623000;6.0182
624000;6.019
625000;6.0197
626000;6.0205
627000;6.0213
628000;6.022
629000;6.0228
630000;6.0235
631000;6.0243
632000;6.025
633000;6.0258
634000;6.0265
635000;6.0273
636000;6.028
637000;6.0288
638000;6.0295
639000;6.0302
640000;6.031
641000;6.0317
642000;6.0324
643000;6.0332
644000;6.0339
645000;6.0346
646000;6.0353
647000;6.0361
648000;6.0368
649000;6.0375
650000;6.0382
651000;6.0389
652000;6.0396
653000;6.0403
654000;6.041
655000;6.0417
656000;6.0424
657000;6.0431
658000;6.0438
659000;6.0445
660000;6.0452
661000;6.0459
662000;6.0466
663000;6.0472
664000;6.0479
665000;6.0486
666000;6.0493
667000;6.05
668000;6.0506
669000;6.0513
670000;6.052
671000;6.0526
672000;6.0533
673000;6.054
674000;6.0546
675000;6.0553
676000;6.056
677000;6.0566
678000;6.0573
679000;6.0579
680000;6.0586
681000;6.0592
682000;6.0599
683000;6.0605
684000;6.0611
685000;6.0618
686000;6.0624
687000;6.0631
688000;6.0637
689000;6.0643
690000;6.065
691000;6.0656
692000;6.0662
693000;6.0668
694000;6.0675
695000;6.0681
696000;6.0687
697000;6.0693
698000;6.0699
699000;6.0706
700000;6.0712
701000;6.0718
702000;6.0724
703000;6.073
704000;6.0736
705000;6.0742
706000;6.0748
707000;6.0754
708000;6.076
709000;6.0766
710000;6.0772
711000;6.0778
712000;6.0784
713000;6.079
714000;6.0796
715000;6.0802
716000;6.0808
717000;6.0813
718000;6.0819
719000;6.0825
720000;6.0831
721000;6.0837
722000;6.0842
723000;6.0848
724000;6.0854
725000;6.086
726000;6.0865
727000;6.0871
728000;6.0877
729000;6.0882
730000;6.0888
731000;6.0894
732000;6.0899
733000;6.0905
734000;6.091
735000;6.0916
736000;6.0922
737000;6.0927
738000;6.0933
739000;6.0938
740000;6.0944
741000;6.0949
742000;6.0955
743000;6.096
744000;6.0965
745000;6.0971
746000;6.0976
747000;6.0982
748000;6.0987
749000;6.0992
750000;6.0998
751000;6.1003
752000;6.1008
753000;6.1014
754000;6.1019
755000;6.1024
756000;6.1029
757000;6.1035
758000;6.104
759000;6.1045
760000;6.105
761000;6.1056
762000;6.1061
763000;6.1066
764000;6.1071
765000;6.1076
766000;6.1081
767000;6.1086
768000;6.1091
769000;6.1097
770000;6.1102
771000;6.1107
772000;6.1112
773000;6.1117
774000;6.1122
775000;6.1127
776000;6.1132
777000;6.1137
778000;6.1142
779000;6.1147
780000;6.1152
781000;6.1157
782000;6.1161
783000;6.1166
784000;6.1171
785000;6.1176
786000;6.1181
787000;6.1186
788000;6.1191
789000;6.1196
790000;6.12
791000;6.1205
792000;6.121
793000;6.1215
794000;6.1219
795000;6.1224
796000;6.1229
797000;6.1234
798000;6.1238
799000;6.1243
800000;6.1248
801000;6.1252
802000;6.1257
803000;6.1262
804000;6.1266
805000;6.1271
806000;6.1276
807000;6.128
808000;6.1285
809000;6.129
810000;6.1294
811000;6.1299
812000;6.1303
813000;6.1308
814000;6.1312
815000;6.1317
816000;6.1321
817000;6.1326
818000;6.133
819000;6.1335
820000;6.1339
821000;6.1344
822000;6.1348
823000;6.1353
824000;6.1357
825000;6.1362
826000;6.1366
827000;6.137
828000;6.1375
829000;6.1379
830000;6.1383
831000;6.1388
832000;6.1392
833000;6.1396
834000;6.1401
835000;6.1405
836000;6.1409
837000;6.1414
838000;6.1418
839000;6.1422
840000;6.1426
841000;6.1431
842000;6.1435
843000;6.1439
844000;6.1443
845000;6.1448
846000;6.1452
847000;6.1456
848000;6.146
849000;6.1464
850000;6.1469
851000;6.1473
852000;6.1477
853000;6.1481
854000;6.1485
855000;6.1489
856000;6.1493
857000;6.1497
858000;6.1501
859000;6.1506
860000;6.151
861000;6.1514
862000;6.1518
863000;6.1522
864000;6.1526
865000;6.153
866000;6.1534
867000;6.1538
868000;6.1542
869000;6.1546
870000;6.155
871000;6.1554
872000;6.1558
873000;6.1562
874000;6.1566
875000;6.1569
876000;6.1573
877000;6.1577
878000;6.1581
879000;6.1585
880000;6.1589
881000;6.1593
882000;6.1597
883000;6.1601
884000;6.1604
885000;6.1608
886000;6.1612
887000;6.1616
888000;6.162
889000;6.1623
890000;6.1627
891000;6.1631
892000;6.1635
893000;6.1639
894000;6.1642
895000;6.1646
896000;6.165
897000;6.1654
898000;6.1657
899000;6.1661
900000;6.1665
901000;6.1668
902000;6.1672
903000;6.1676
904000;6.1679
905000;6.1683
906000;6.1687
907000;6.169
908000;6.1694
909000;6.1698
910000;6.1701
911000;6.1705
912000;6.1709
913000;6.1712
914000;6.1716
915000;6.1719
916000;6.1723
917000;6.1727
918000;6.173
919000;6.1734
920000;6.1737
921000;6.1741
922000;6.1744
923000;6.1748
924000;6.1751
925000;6.1755
926000;6.1758
927000;6.1762
928000;6.1765
929000;6.1769
930000;6.1772
931000;6.1776
932000;6.1779
933000;6.1783
934000;6.1786
935000;6.179
936000;6.1793
937000;6.1796
938000;6.18
939000;6.1803
940000;6.1807
941000;6.181
942000;6.1813
943000;6.1817
944000;6.182
945000;6.1824
946000;6.1827
947000;6.183
948000;6.1834
949000;6.1837
950000;6.184
951000;6.1844
952000;6.1847
953000;6.185
954000;6.1854
955000;6.1857
956000;6.186
957000;6.1863
958000;6.1867
959000;6.187
960000;6.1873
961000;6.1876
962000;6.188
963000;6.1883
964000;6.1886
965000;6.1889
966000;6.1893
967000;6.1896
968000;6.1899
969000;6.1902
970000;6.1905
971000;6.1909
972000;6.1912
973000;6.1915
974000;6.1918
975000;6.1921
976000;6.1924
977000;6.1928
978000;6.1931
979000;6.1934
980000;6.1937
981000;6.194
982000;6.1943
983000;6.1946
984000;6.1949
985000;6.1953
986000;6.1956
987000;6.1959
988000;6.1962
989000;6.1965
990000;6.1968
991000;6.1971
992000;6.1974
993000;6.1977
994000;6.198
995000;6.1983
996000;6.1986
997000;6.1989
998000;6.1992
999000;6.1995
1000000;6.1998
1010000;6.2028
1020000;6.2057
1030000;6.2086
1040000;6.2114
1050000;6.2141
1060000;6.2168
1070000;6.2195
1080000;6.2221
1090000;6.2246
1100000;6.2271
1110000;6.2296
1120000;6.232
1130000;6.2344
1140000;6.2367
1150000;6.239
1160000;6.2412
1170000;6.2434
1180000;6.2456
1190000;6.2478
1200000;6.2499
1210000;6.2519
1220000;6.254
1230000;6.256
1240000;6.2579
1250000;6.2599
1260000;6.2618
1270000;6.2636
1280000;6.2655
1290000;6.2673
1300000;6.2691
1310000;6.2709
1320000;6.2726
1330000;6.2743
1340000;6.276
1350000;6.2776
1360000;6.2793
1370000;6.2809
1380000;6.2825
1390000;6.284
1400000;6.2856
1410000;6.2871
1420000;6.2886
1430000;6.2901
1440000;6.2915
1450000;6.293
1460000;6.2944
1470000;6.2958
1480000;6.2972
1490000;6.2985
1500000;6.2999
1510000;6.3012
1520000;6.3025
1530000;6.3038
1540000;6.3051
1550000;6.3063
1560000;6.3076
1570000;6.3088
1580000;6.31
1590000;6.3112
1600000;6.3124
1610000;6.3136
1620000;6.3147
1630000;6.3158
1640000;6.317
1650000;6.3181
1660000;6.3192
1670000;6.3203
1680000;6.3213
1690000;6.3224
1700000;6.3234
1710000;6.3245
1720000;6.3255
1730000;6.3265
1740000;6.3275
1750000;6.3285
1760000;6.3294
1770000;6.3304
1780000;6.3314
1790000;6.3323
1800000;6.3332
1810000;6.3342
1820000;6.3351
1830000;6.336
1840000;6.3369
1850000;6.3377
1860000;6.3386
1870000;6.3395
1880000;6.3403
1890000;6.3412
1900000;6.342
1910000;6.3428
1920000;6.3437
1930000;6.3445
1940000;6.3453
1950000;6.3461
1960000;6.3468
1970000;6.3476
1980000;6.3484
1990000;6.3492
2000000;6.3499
2010000;6.3507
2020000;6.3514
2030000;6.3521
2040000;6.3529
2050000;6.3536
2060000;6.3543
2070000;6.355
2080000;6.3557
2090000;6.3564
2100000;6.3571
2110000;6.3577
2120000;6.3584
2130000;6.3591
2140000;6.3597
2150000;6.3604
2160000;6.361
2170000;6.3617
2180000;6.3623
2190000;6.3629
2200000;6.3636
2210000;6.3642
2220000;6.3648
2230000;6.3654
2240000;6.366
2250000;6.3666
2260000;6.3672
2270000;6.3678
2280000;6.3683
2290000;6.3689
2300000;6.3695
2310000;6.3701
2320000;6.3706
2330000;6.3712
2340000;6.3717
2350000;6.3723
2360000;6.3728
2370000;6.3733
2380000;6.3739
2390000;6.3744
2400000;6.3749
2410000;6.3754
2420000;6.376
2430000;6.3765
2440000;6.377
2450000;6.3775
2460000;6.378
2470000;6.3785
2480000;6.379
2490000;6.3794
2500000;6.3799
2510000;6.3804
2520000;6.3809
2530000;6.3814
2540000;6.3818
2550000;6.3823
2560000;6.3827
2570000;6.3832
2580000;6.3837
2590000;6.3841
2600000;6.3845
2610000;6.385
2620000;6.3854
2630000;6.3859
2640000;6.3863
2650000;6.3867
2660000;6.3872
2670000;6.3876
2680000;6.388
2690000;6.3884
2700000;6.3888
2710000;6.3892
2720000;6.3896
2730000;6.39
2740000;6.3904
2750000;6.3908
2760000;6.3912
2770000;6.3916
2780000;6.392
2790000;6.3924
2800000;6.3928
2810000;6.3932
2820000;6.3936
2830000;6.3939
2840000;6.3943
2850000;6.3947
2860000;6.395
2870000;6.3954
2880000;6.3958
2890000;6.3961
2900000;6.3965
2910000;6.3968
2920000;6.3972
2930000;6.3976
2940000;6.3979
2950000;6.3982
2960000;6.3986
2970000;6.3989
2980000;6.3993
2990000;6.3996
3000000;6.3999
3010000;6.4003
3020000;6.4006
3030000;6.4009
3040000;6.4013
3050000;6.4016
3060000;6.4019
3070000;6.4022
3080000;6.4025
3090000;6.4029
3100000;6.4032
3110000;6.4035
3120000;6.4038
3130000;6.4041
3140000;6.4044
3150000;6.4047
3160000;6.405
3170000;6.4053
3180000;6.4056
3190000;6.4059
3200000;6.4062
3210000;6.4065
3220000;6.4068
3230000;6.4071
3240000;6.4074
3250000;6.4076
3260000;6.4079
3270000;6.4082
3280000;6.4085
3290000;6.4088
3300000;6.409
3310000;6.4093
3320000;6.4096
3330000;6.4099
3340000;6.4101
3350000;6.4104
3360000;6.4107
3370000;6.4109
3380000;6.4112
3390000;6.4115
3400000;6.4117
3410000;6.412
3420000;6.4122
3430000;6.4125
